      Gx      Gy      Gz     Rot. sign
   11404   24667  -18307           1
    9681   26562  -16564           1
    7680   28195  -14821           1
    5449   29545  -13078           1
    3033   30593  -11335           1
     479   31327   -9592           1
   -2169   31738   -7849           1
   -4868   31822   -6106           1
   -7573   31579   -4363           1
  -10240   31015   -2620           1
  -12830   30137    -878           1
  -15300   28962     864           1
  -17614   27506    2607           1
  -19735   25792    4350           1
  -21630   23847    6093           1
  -23267   21700    7836           1
  -24619   19385    9579           1
  -25661   16939   11322           1
  -26372   14403   13065           1
  -26732   11821   14808           1
  -26727    9238   16551           1
  -26344    6705   18294           1
  -25571    4276   20037           1
  -24398    2008   21779           1
  -22811     -32   23522           1
  -20788   -1770   25265           1
  -18289   -3111   27008           1
  -15220   -3920   28751           1
  -11320   -3949   30494           1
   -5358   -2387   32237           1
    3781    7965   31558          -1
    6832   11748   29815          -1
    9685   13848   28072          -1
   12473   14994   26329          -1
   15193   15437   24586          -1
   17817   15308   22843          -1
   20311   14692   21100          -1
   22638   13653   19357          -1
   24767   12244   17615          -1
   26667   10515   15872          -1
   28312    8511   14129          -1
   29678    6278   12386          -1
   30748    3861   10643          -1
   31508    1304    8900          -1
   31947   -1348    7157          -1
   32061   -4052    5414          -1
   31850   -6764    3671          -1
   31317   -9442    1928          -1
   30472  -12043     185          -1
   29328  -14528   -1557          -1
   27903  -16858   -3300          -1
   26217  -18997   -5042          -1
   24298  -20910   -6785          -1
   22174  -22566   -8528          -1
   19880  -23936  -10271          -1
   17452  -24994  -12014          -1
   14931  -25719  -13757          -1
   12359  -26089  -15500          -1
    9786  -26087  -17243          -1
    7260  -25699  -18986          -1
    4836  -24911  -20729          -1
    2575  -23707  -22472          -1
     544  -22068  -24215          -1
   -1176  -19961  -25958          -1
   -2484  -17325  -27701          -1
   -3221  -14012  -29443          -1
   -3062   -9574  -31186          -1
   -1304    3408  -32563          -1
   -4829   10023  -30820           1
   -7669   13014  -29077           1
  -10441   14747  -27334           1
  -13177   15656  -25591           1
  -15853   15924  -23848           1
  -18436   15656  -22105           1
  -20886   14926  -20362           1
  -23168   13791  -18619           1
  -25248   12302  -16876           1
  -27097   10505  -15133           1
  -28688    8445  -13390           1
  -29999    6166  -11648           1
  -31012    3713   -9905           1
  -31713    1130   -8162           1
  -32095   -1539   -6419           1
  -32151   -4251   -4676           1
  -31883   -6963   -2933           1
  -31296   -9632   -1190           1
  -30399  -12217     552           1
  -29205  -14677    2295           1
  -27734  -16975    4038           1
  -26008  -19074    5781           1
  -24052  -20941    7524           1
  -21899  -22543    9267           1
  -19581  -23854   11010           1
  -17137  -24846   12752           1
  -14607  -25498   14495           1
  -12036  -25789   16238           1
   -9473  -25701   17981           1
   -6968  -25220   19724           1
   -4578  -24328   21467           1
   -2365  -23007   23210           1
    -401  -21233   24953           1
    1227  -18959   26696           1
    2402  -16096   28439           1
    2929  -12414   30182           1
    2288   -7016   31925           1
   -6358    3587   31943          -1
  -10512    7149   30200          -1
  -12622   10223   28457          -1
  -13696   13131   26714          -1
  -14035   15909   24971          -1
  -13789   18546   23228          -1
  -13052   21015   21485          -1
  -11895   23289   19742          -1
  -10376   25338   17999          -1
   -8546   27135   16256          -1
   -6456   28659   14513          -1
   -4151   29888   12771          -1
   -1679   30809   11028          -1
     913   31410    9285          -1
    3584   31685    7542          -1
    6286   31631    5799          -1
    8977   31250    4056          -1
   11614   30551    2313          -1
   14157   29545     570          -1
   16565   28246   -1172          -1
   18802   26676   -2915          -1
   20832   24858   -4658          -1
   22624   22821   -6401          -1
   24148   20596   -8144          -1
   25377   18218   -9886          -1
   26289   15725  -11629          -1
   26863   13160  -13372          -1
   27084   10566  -15115          -1
   26936    7991  -16858          -1
   26411    5487  -18601          -1
   25497    3108  -20344          -1
   24186     913  -22087          -1
   22466   -1029  -23830          -1
   20314   -2642  -25573          -1
   17688   -3823  -27316          -1
   14480   -4423  -29059          -1
   10378   -4145  -30802          -1
    3405   -1702  -32545          -1
   -9616   -3457  -31132          -1
  -13177   -6022  -29389           1
  -15330   -8619  -27646           1
  -16609  -11259  -25903           1
  -17220  -13905  -24160           1
  -17275  -16513  -22417           1
  -16845  -19037  -20675           1
  -15989  -21438  -18932           1
  -14753  -23675  -17189           1
  -13183  -25715  -15446           1
  -11320  -27526  -13703           1
   -9208  -29083  -11960           1
   -6887  -30361  -10217           1
   -4401  -31344   -8474           1
   -1793  -32017   -6731           1
     893  -32372   -4988           1
    3616  -32404   -3245           1
    6332  -32114   -1502           1
    8999  -31505     240           1
   11576  -30589    1982           1
   14023  -29379    3725           1
   16301  -27892    5468           1
   18375  -26153    7211           1
   20209  -24188    8954           1
   21772  -22027   10697           1
   23034  -19705   12440           1
   23969  -17261   14183           1
   24553  -14736   15926           1
   24762  -12176   17669           1
   24578   -9631   19412           1
   23978   -7153   21155           1
   22941   -4802   22898           1
   21435   -2645   24641           1
   19416    -762   26383           1
   16792     744   28126           1
   13361    1717   29869           1
    8428    1808   31612           1
   -2948   -4459   32327          -1
   -7279   -9232   30585          -1
  -10614  -11364   28842          -1
  -13652  -12365   27099          -1
  -16491  -12600   25356          -1
  -19139  -12237   23613          -1
  -21582  -11382   21870          -1
  -23797  -10110   20127          -1
  -25761   -8486   18384          -1
  -27452   -6562   16641          -1
  -28851   -4393   14898          -1
  -29941   -2025   13155          -1
  -30711     491   11412          -1
  -31152    3111    9669          -1
  -31262    5789    7927          -1
  -31040    8479    6184          -1
  -30494   11138    4441          -1
  -29631   13724    2698          -1
  -28467   16198     955          -1
  -27019   18519    -787          -1
  -25311   20654   -2530          -1
  -23368   22568   -4273          -1
  -21220   24231   -6016          -1
  -18902   25616   -7759          -1
  -16448   26698   -9502          -1
  -13900   27459  -11245          -1
  -11299   27880  -12988          -1
   -8691   27948  -14731          -1
   -6124   27654  -16473          -1
   -3649   26990  -18216          -1
   -1320   25952  -19959          -1
     802   24536  -21702          -1
    2655   22736  -23445          -1
    4159   20540  -25188          -1
    5218   17920  -26931          -1
    5688   14801  -28674          -1
    5305   10968  -30417          -1
    3194    5402  -32160          -1
    2200   -8946  -31445          -1
    4415  -13113  -29702           1
    6784  -15682  -27959           1
    9283  -17326  -26216           1
   11856  -18279  -24473           1
   14450  -18659  -22730           1
   17014  -18539  -20987           1
   19499  -17974  -19244           1
   21864  -17009  -17501           1
   24067  -15686  -15758           1
   26076  -14045  -14015           1
   27857  -12124  -12272           1
   29385   -9965  -10529           1
   30636   -7607   -8786           1
   31592   -5093   -7044           1
   32241   -2464   -5301           1
   32572     236   -3558           1
   32581    2966   -1815           1
   32270    5684     -72           1
   31642    8346    1670           1
   30707   10912    3413           1
   29479   13342    5156           1
   27978   15597    6899           1
   26225   17640    8642           1
   24249   19436   10385           1
   22080   20953   12128           1
   19752   22160   13871           1
   17306   23029   15613           1
   14784   23533   17356           1
   12232   23648   19099           1
    9701   23348   20842           1
    7247   22606   22585           1
    4933   21388   24328           1
    2831   19645   26071           1
    1031   17290   27814           1
    -338   14139   29557           1
   -1040    9637   31300           1
    1495   -1147   32712          -1
    7916   -7202   30969          -1
   10087  -10848   29226          -1
   11016  -14033   27483          -1
   11144  -16937   25741          -1
   10665  -19596   23998          -1
    9693  -22009   22255          -1
    8311  -24162   20512          -1
    6586  -26038   18769          -1
    4576  -27619   17026          -1
    2334  -28890   15283          -1
     -87  -29838   13540          -1
   -2640  -30455   11797          -1
   -5276  -30736   10054          -1
   -7951  -30681    8311          -1
  -10618  -30294    6568          -1
  -13235  -29583    4825          -1
  -15760  -28561    3083          -1
  -18154  -27244    1340          -1
  -20380  -25654    -402          -1
  -22404  -23814   -2145          -1
  -24193  -21753   -3888          -1
  -25720  -19504   -5631          -1
  -26960  -17100   -7374          -1
  -27891  -14580   -9117          -1
  -28496  -11985  -10860          -1
  -28761   -9358  -12603          -1
  -28676   -6745  -14346          -1
  -28235   -4194  -16089          -1
  -27433   -1756  -17832          -1
  -26272     515  -19575          -1
  -24751    2562  -21317          -1
  -22873    4321  -23060          -1
  -20634    5716  -24803          -1
  -18018    6655  -26546          -1
  -14977    7003  -28289          -1
  -11365    6521  -30032          -1
   -6581    4546  -31775          -1
    7995    1104  -31757          -1
   12826    2879  -30014           1
   15803    4965  -28271           1
   17803    7276  -26528           1
   19093    9735  -24785           1
   19798   12277  -23042           1
   19992   14842  -21299           1
   19727   17378  -19556           1
   19047   19837  -17814           1
   17988   22176  -16071           1
   16589   24355  -14328           1
   14885   26338  -12585           1
   12914   28095  -10842           1
   10713   29598   -9099           1
    8324   30826   -7356           1
    5785   31759   -5613           1
    3139   32385   -3870           1
     427   32695   -2127           1
   -2306   32683    -384           1
   -5022   32351    1358           1
   -7676   31703    3101           1
  -10228   30750    4844           1
  -12637   29505    6586           1
  -14864   27987    8329           1
  -16872   26220   10072           1
  -18625   24231   11815           1
  -20089   22050   13558           1
  -21233   19715   15301           1
  -22025   17263   17044           1
  -22437   14740   18787           1
  -22439   12191   20530           1
  -22001    9670   22273           1
  -21084    7235   24016           1
  -19637    4952   25759           1
  -17575    2899   27502           1
  -14731    1179   29244           1
  -10650     -38   30987           1
   -1533    -134   32730           1
    6883    6571   31354          -1
   10921    8806   29611          -1
   14271    9660   27868          -1
   17245    9680   26125          -1
   19915    9083   24382          -1
   22296    7997   22639          -1
   24385    6508   20897          -1
   26169    4688   19154          -1
   27636    2597   17411          -1
   28776     292   15668          -1
   29580   -2174   13925          -1
   30044   -4754   12182          -1
   30165   -7397   10439          -1
   29947  -10058    8696          -1
   29397  -12693    6953          -1
   28525  -15257    5210          -1
   27348  -17711    3467          -1
   25884  -20017    1724          -1
   24157  -22138     -18          -1
   22193  -24042   -1761          -1
   20023  -25699   -3503          -1
   17680  -27084   -5246          -1
   15200  -28173   -6989          -1
   12624  -28948   -8732          -1
    9992  -29395  -10475          -1
    7348  -29502  -12218          -1
    4739  -29262  -13961          -1
    2212  -28673  -15704          -1
    -181  -27735  -17447          -1
   -2389  -26451  -19190          -1
   -4355  -24829  -20933          -1
   -6016  -22875  -22676          -1
   -7301  -20592  -24419          -1
   -8122  -17979  -26161          -1
   -8352  -15007  -27904          -1
   -7779  -11583  -29647          -1
   -5871   -7336  -31390          -1
    -222    6701  -32073          -1
   -1436   12292  -30339           1
   -3166   15663  -28606           1
   -5227   18006  -26872           1
   -7515   19627  -25138           1
   -9949   20661  -23404           1
  -12464   21181  -21671           1
  -15003   21238  -19937           1
  -17512   20870  -18203           1
  -19946   20113  -16470           1
  -22262   18997  -14736           1
  -24420   17557  -13002           1
  -26386   15824  -11269           1
  -28130   13836   -9535           1
  -29624   11626   -7801           1
  -30847    9235   -6067           1
  -31780    6699   -4334           1
  -32410    4061   -2600           1
  -32727    1360    -866           1
  -32727   -1360     866           1
  -32410   -4061    2600           1
  -31780   -6699    4334           1
  -30847   -9235    6067           1
  -29624  -11626    7801           1
  -28130  -13836    9535           1
  -26386  -15824   11269           1
  -24420  -17557   13002           1
  -22262  -18997   14736           1
  -19946  -20113   16470           1
  -17512  -20870   18203           1
  -15003  -21238   19937           1
  -12464  -21181   21671           1
   -9949  -20661   23404           1
   -7515  -19627   25138           1
   -5227  -18006   26872           1
   -3166  -15663   28606           1
   -1436  -12292   30339           1
    -222   -6701   32073           1
   -5181    6253   31744          -1
   -7522   10790   30011          -1
   -8307   14319   28277          -1
   -8228   17360   26543          -1
   -7530   20035   24809          -1
   -6347   22380   23076          -1
   -4775   24400   21342          -1
   -2886   26092   19608          -1
    -742   27451   17875          -1
    1597   28470   16141          -1
    4082   29144   14407          -1
    6661   29473   12674          -1
    9286   29457   10940          -1
   11912   29103    9206          -1
   14494   28420    7472          -1
   16991   27422    5739          -1
   19365   26127    4005          -1
   21577   24554    2271          -1
   23594   22730     538          -1
   25386   20682   -1195          -1
   26925   18441   -2929          -1
   28188   16042   -4663          -1
   29153   13522   -6396          -1
   29804   10919   -8130          -1
   30130    8276   -9864          -1
   30123    5636  -11597          -1
   29777    3043  -13331          -1
   29093     545  -15065          -1
   28074   -1809  -16798          -1
   26729   -3970  -18532          -1
   25066   -5884  -20266          -1
   23098   -7493  -22000          -1
   20836   -8731  -23733          -1
   18288   -9519  -25467          -1
   15449   -9751  -27201          -1
   12277   -9258  -28934          -1
    8603   -7687  -30668          -1
    3353   -3539  -32402          -1
   -8323     310  -31690          -1
  -13261    -607  -29957           1
  -16508   -2139  -28223           1
  -18854   -4058  -26489           1
  -20538   -6243  -24755           1
  -21668   -8610  -23022           1
  -22305  -11088  -21288           1
  -22490  -13618  -19554           1
  -22257  -16145  -17821           1
  -21635  -18621  -16087           1
  -20652  -21002  -14353           1
  -19339  -23246  -12620           1
  -17724  -25317  -10886           1
  -15842  -27183   -9152           1
  -13725  -28813   -7418           1
  -11411  -30184   -5685           1
   -8937  -31275   -3951           1
   -6342  -32070   -2217           1
   -3665  -32557    -484           1
    -949  -32729    1249           1
    1764  -32583    2983           1
    4435  -32120    4716           1
    7020  -31349    6450           1
    9480  -30278    8184           1
   11773  -28925    9918           1
   13860  -27309   11651           1
   15703  -25454   13385           1
   17264  -23388   15119           1
   18507  -21145   16852           1
   19397  -18760   18586           1
   19897  -16274   20320           1
   19967  -13733   22054           1
   19563  -11184   23787           1
   18625   -8683   25521           1
   17066   -6290   27255           1
   14721   -4074   28988           1
   11194   -2117   30722           1
    4477    -466   32456           1
   -8710   -5601   31087          -1
  -12859   -6832   29353          -1
  -16201   -6951   27619          -1
  -19055   -6360   25886          -1
  -21513   -5243   24152          -1
  -23607   -3711   22418          -1
  -25345   -1849   20685          -1
  -26729     274   18951          -1
  -27757    2599   17217          -1
  -28429    5070   15483          -1
  -28745    7634   13750          -1
  -28711   10244   12016          -1
  -28333   12851   10282          -1
  -27623   15412    8549          -1
  -26595   17886    6815          -1
  -25268   20232    5081          -1
  -23665   22414    3348          -1
  -21810   24400    1614          -1
  -19733   26158    -119          -1
  -17465   27661   -1853          -1
  -15042   28888   -3586          -1
  -12500   29817   -5320          -1
   -9879   30435   -7054          -1
   -7219   30729   -8787          -1
   -4564   30694  -10521          -1
   -1959   30325  -12255          -1
     550   29625  -13989          -1
    2918   28599  -15722          -1
    5095   27257  -17456          -1
    7030   25612  -19190          -1
    8670   23678  -20923          -1
    9956   21475  -22657          -1
   10819   19017  -24391          -1
   11173   16319  -26124          -1
   10893   13375  -27858          -1
    9760   10134  -29592          -1
    7217    6344  -31326          -1
    -376   -2137  -32695          -1
    -977  -10682  -30961           1
    -120  -14812  -29227           1
    1334  -17775  -27493           1
    3187  -19998  -25760           1
    5321  -21635  -24026           1
    7651  -22763  -22292           1
   10109  -23426  -20559           1
   12634  -23657  -18825           1
   15171  -23481  -17091           1
   17671  -22924  -15357           1
   20090  -22009  -13624           1
   22385  -20764  -11890           1
   24520  -19216  -10156           1
   26459  -17396   -8423           1
   28173  -15336   -6689           1
   29635  -13071   -4955           1
   30824  -10636   -3222           1
   31722   -8072   -1488           1
   32315   -5416     245           1
   32594   -2710    1979           1
   32555       5    3712           1
   32199    2687    5446           1
   31529    5294    7180           1
   30554    7785    8913           1
   29290   10117   10647           1
   27753   12251   12381           1
   25967   14146   14114           1
   23958   15763   15848           1
   21757   17062   17582           1
   19399   18005   19316           1
   16923   18551   21049           1
   14372   18655   22783           1
   11791   18263   24517           1
    9232   17301   26250           1
    6748   15652   27984           1
    4393   13084   29718           1
    2192    8924   31452           1
    3187   -5387   32163          -1
    5298  -10937   30429          -1
    5689  -14759   28696          -1
    5232  -17869   26962          -1
    4189  -20485   25228          -1
    2703  -22679   23494          -1
     869  -24481   21761          -1
   -1233  -25904   20027          -1
   -3543  -26952   18293          -1
   -5999  -27630   16560          -1
   -8549  -27942   14826          -1
  -11142  -27894   13092          -1
  -13731  -27497   11359          -1
  -16271  -26763    9625          -1
  -18720  -25709    7891          -1
  -21038  -24354    6157          -1
  -23190  -22722    4424          -1
  -25142  -20839    2690          -1
  -26865  -18735     956          -1
  -28331  -16443    -776          -1
  -29520  -13997   -2510          -1
  -30412  -11435   -4244          -1
  -30993   -8796   -5978          -1
  -31252   -6121   -7711          -1
  -31185   -3454   -9445          -1
  -30789    -837  -11179          -1
  -30068    1682  -12912          -1
  -29028    4061  -14646          -1
  -27681    6251  -16380          -1
  -26042    8205  -18113          -1
  -24130    9872  -19847          -1
  -21966   11198  -21581          -1
  -19572   12123  -23315          -1
  -16972   12576  -25048          -1
  -14182   12459  -26782          -1
  -11199   11622  -28516          -1
   -7956    9763  -30249          -1
   -4025    5875  -31983          -1
    7015   -1630  -31965          -1
   12504   -1828  -30231           1
   16140   -1003  -28498           1
   18899     397  -26764           1
   21031    2197  -25030           1
   22639    4289  -23297           1
   23775    6588  -21563           1
   24473    9029  -19829           1
   24754   11550  -18095           1
   24641   14098  -16362           1
   24152   16622  -14628           1
   23310   19079  -12894           1
   22138   21424  -11161           1
   20661   23620   -9427           1
   18907   25631   -7693           1
   16908   27427   -5960           1
   14696   28979   -4226           1
   12307   30265   -2492           1
    9778   31264    -758           1
    7147   31963     974           1
    4456   32349    2708           1
    1745   32417    4442           1
    -943   32165    6175           1
   -3567   31597    7909           1
   -6084   30719    9643           1
   -8452   29543   11377           1
  -10628   28085   13110           1
  -12571   26368   14844           1
  -14239   24414   16578           1
  -15590   22254   18311           1
  -16583   19921   20045           1
  -17170   17450   21779           1
  -17301   14882   23512           1
  -16911   12259   25246           1
  -15908    9625   26980           1
  -14137    7022   28714           1
  -11253    4467   30447           1
   -5900    1791   32181           1
    8243    3619   31505          -1
   12944    4442   29772          -1
   16439    4154   28038          -1
   19274    3197   26304          -1
   21606    1760   24571          -1
   23497     -42   22837          -1
   24975   -2125   21103          -1
   26056   -4419   19370          -1
   26749   -6862   17636          -1
   27063   -9398   15902          -1
   27009  -11976   14168          -1
   26597  -14546   12435          -1
   25844  -17065   10701          -1
   24767  -19489    8967          -1
   23387  -21779    7234          -1
   21730  -23900    5500          -1
   19822  -25818    3766          -1
   17693  -27504    2033          -1
   15378  -28932     299          -1
   12911  -30081   -1434          -1
   10331  -30933   -3168          -1
    7676  -31475   -4901          -1
    4988  -31697   -6635          -1
    2310  -31595   -8369          -1
    -315  -31169  -10102          -1
   -2844  -30421  -11836          -1
   -5231  -29362  -13570          -1
   -7433  -28003  -15304          -1
   -9401  -26362  -17037          -1
  -11090  -24460  -18771          -1
  -12449  -22320  -20505          -1
  -13426  -19970  -22238          -1
  -13959  -17439  -23972          -1
  -13970  -14754  -25706          -1
  -13350  -11937  -27439          -1
  -11908   -8986  -29173          -1
   -9200   -5811  -30907          -1
   -2545   -1325  -32641          -1
    2757    9506  -31236          -1
    2820   13975  -29502           1
    2013   17277  -27768           1
     655   19885  -26034           1
   -1102   21952  -24301           1
   -3157   23545  -22567           1
   -5430   24700  -20833           1
   -7855   25439  -19100           1
  -10374   25777  -17366           1
  -12932   25730  -15632           1
  -15480   25314  -13899           1
  -17972   24549  -12165           1
  -20366   23453  -10431           1
  -22622   22051   -8697           1
  -24704   20368   -6964           1
  -26579   18434   -5230           1
  -28220   16281   -3496           1
  -29600   13941   -1763           1
  -30700   11452     -29           1
  -31502    8852    1704           1
  -31994    6181    3437           1
  -32168    3479    5171           1
  -32021     788    6905           1
  -31553   -1847    8639           1
  -30770   -4386   10372           1
  -29682   -6784   12106           1
  -28304   -8998   13840           1
  -26654  -10985   15573           1
  -24754  -12700   17307           1
  -22633  -14100   19041           1
  -20320  -15137   20775           1
  -17849  -15761   22508           1
  -15255  -15913   24242           1
  -12577  -15515   25976           1
   -9847  -14452   27709           1
   -7081  -12514   29443           1
   -4220   -9156   31177           1
   -1277    3231   32582          -1
   -3194   10575   30848          -1
   -3136   14702   29114          -1
   -2281   17853   27381          -1
    -896   20373   25647          -1
     876   22384   23913          -1
    2940   23939   22179          -1
    5221   25067   20446          -1
    7651   25786   18712          -1
   10175   26112   16978          -1
   12738   26057   15245          -1
   15291   25637   13511          -1
   17788   24870   11777          -1
   20188   23774   10044          -1
   22450   22373    8310          -1
   24539   20693    6576          -1
   26423   18762    4842          -1
   28072   16612    3109          -1
   29461   14276    1375          -1
   30569   11790    -358          -1
   31381    9194   -2091          -1
   31881    6525   -3825          -1
   32064    3826   -5559          -1
   31924    1139   -7293          -1
   31463   -1493   -9026          -1
   30686   -4028  -10760          -1
   29602   -6422  -12494          -1
   28226   -8631  -14227          -1
   26576  -10611  -15961          -1
   24674  -12317  -17695          -1
   22547  -13703  -19428          -1
   20225  -14722  -21162          -1
   17740  -15320  -22896          -1
   15127  -15433  -24630          -1
   12419  -14979  -26363          -1
    9645  -13826  -28097          -1
    6806  -11723  -29831          -1
    3768   -7945  -31564          -1
   -5344    2382  -32240          -1
  -11289    3945  -30506           1
  -15178    3925  -28772           1
  -18241    3131  -27039           1
  -20737    1806  -25305           1
  -22760      85  -23571           1
  -24352   -1936  -21838           1
  -25533   -4185  -20104           1
  -26318   -6596  -18370           1
  -26718   -9112  -16637           1
  -26742  -11679  -14903           1
  -26403  -14250  -13169           1
  -25718  -16776  -11435           1
  -24703  -19216   -9702           1
  -23380  -21530   -7968           1
  -21772  -23680   -6234           1
  -19908  -25633   -4501           1
  -17817  -27359   -2767           1
  -15532  -28833   -1033           1
  -13088  -30031     700           1
  -10523  -30935    2433           1
   -7876  -31532    4167           1
   -5188  -31810    5901           1
   -2500  -31766    7634           1
     142  -31398    9368           1
    2698  -30710   11102           1
    5123  -29709   12835           1
    7371  -28408   14569           1
    9398  -26824   16303           1
   11157  -24977   18037           1
   12601  -22891   19770           1
   13679  -20593   21504           1
   14335  -18115   23238           1
   14500  -15486   24971           1
   14083  -12734   26705           1
   12936   -9875   28439           1
   10764   -6883   30172           1
    6596   -3482   31906           1
   -7141   -1869   31924          -1
  -12545   -2190   30190          -1
  -16178   -1456   28457          -1
  -18960    -126   26723          -1
  -21132    1618   24989          -1
  -22789    3667   23256          -1
  -23983    5937   21522          -1
  -24742    8358   19788          -1
  -25089   10871   18055          -1
  -25042   13421   16321          -1
  -24620   15959   14587          -1
  -23843   18437   12853          -1
  -22733   20813   11120          -1
  -21315   23048    9386          -1
  -19615   25106    7652          -1
  -17665   26955    5919          -1
  -15495   28566    4185          -1
  -13141   29915    2451          -1
  -10640   30983     718          -1
   -8029   31751   -1015          -1
   -5349   32210   -2749          -1
   -2641   32351   -4483          -1
      52   32171   -6216          -1
    2691   31673   -7950          -1
    5230   30863   -9684          -1
    7627   29751  -11417          -1
    9841   28352  -13151          -1
   11828   26687  -14885          -1
   13546   24778  -16619          -1
   14953   22654  -18352          -1
   16005   20347  -20086          -1
   16656   17892  -21820          -1
   16851   15326  -23553          -1
   16526   12692  -25287          -1
   15586   10030  -27021          -1
   13871    7375  -28754          -1
   11030    4736  -30488          -1
    5642    1885  -32222          -1
   -4095   -7997  -31510          -1
   -5200  -12647  -29777           1
   -5122  -16155  -28043           1
   -4337  -19043  -26309           1
   -3041  -21457  -24576           1
   -1354  -23453  -22842           1
     636  -25053  -21108           1
    2861  -26269  -19374           1
    5258  -27107  -17641           1
    7771  -27572  -15907           1
   10347  -27671  -14173           1
   12938  -27413  -12440           1
   15496  -26812  -10706           1
   17980  -25881   -8972           1
   20349  -24641   -7239           1
   22564  -23112   -5505           1
   24592  -21322   -3771           1
   26402  -19298   -2037           1
   27966  -17071    -304           1
   29260  -14678    1429           1
   30265  -12152    3163           1
   30964   -9535    4896           1
   31346   -6865    6630           1
   31403   -4185    8364           1
   31134   -1539   10098           1
   30538    1030   11831           1
   29623    3476   13565           1
   28398    5754   15299           1
   26878    7817   17032           1
   25080    9616   18766           1
   23025   11101   20500           1
   20738   12217   22233           1
   18243   12900   23967           1
   15563   13072   25701           1
   12715   12621   27435           1
    9685   11360   29168           1
    6356    8849   30902           1
    1503    2509   32636           1
    1324   -9710   31267          -1
     744  -14173   29533          -1
    -531  -17336   27799          -1
   -2254  -19727   26066          -1
   -4292  -21521   24332          -1
   -6556  -22803   22598          -1
   -8973  -23617   20864          -1
  -11480  -23997   19131          -1
  -14020  -23966   17397          -1
  -16544  -23549   15663          -1
  -19005  -22768   13930          -1
  -21359  -21649   12196          -1
  -23568  -20217   10462          -1
  -25595  -18502    8729          -1
  -27410  -16535    6995          -1
  -28984  -14349    5261          -1
  -30293  -11979    3527          -1
  -31318   -9464    1794          -1
  -32044   -6842      60          -1
  -32459   -4153   -1673          -1
  -32557   -1438   -3406          -1
  -32336    1260   -5140          -1
  -31799    3901   -6874          -1
  -30952    6441   -8608          -1
  -29808    8840  -10341          -1
  -28383   11055  -12075          -1
  -26698   13045  -13809          -1
  -24776   14772  -15542          -1
  -22648   16194  -17276          -1
  -20346   17271  -19010          -1
  -17907   17963  -20743          -1
  -15372   18224  -22477          -1
  -12785   18000  -24211          -1
  -10194   17221  -25945          -1
   -7650   15780  -27678          -1
   -5199   13474  -29412          -1
   -2863    9767  -31146          -1
    3322   -2324  -32515          -1
    9707   -5651  -30781           1
   13691   -6514  -29047           1
   16933   -6392  -27314           1
   19691   -5617  -25580           1
   22047   -4349  -23846           1
   24029   -2694  -22112           1
   25648    -732  -20379           1
   26904    1469  -18645           1
   27799    3851  -16911           1
   28334    6359  -15178           1
   28512    8942  -13444           1
   28339   11550  -11710           1
   27825   14138   -9976           1
   26982   16663   -8243           1
   25828   19084   -6509           1
   24382   21362   -4775           1
   22670   23462   -3042           1
   20717   25352   -1308           1
   18554   27004     425           1
   16214   28391    2158           1
   13733   29494    3892           1
   11149   30293    5626           1
    8503   30776    7360           1
    5835   30934    9093           1
    3190   30761   10827           1
     612   30257   12561           1
   -1852   29426   14294           1
   -4157   28275   16028           1
   -6253   26815   17762           1
   -8089   25062   19495           1
   -9612   23034   21229           1
  -10761   20749   22963           1
  -11466   18227   24697           1
  -11638   15480   26430           1
  -11139   12503   28164           1
   -9719    9236   29898           1
   -6665    5354   31631           1
    6015     374   32207          -1
   12061    -258   30465          -1
   15683   -1652   28722          -1
   18266   -3485   26979          -1
   20131   -5616   25236          -1
   21412   -7953   23493          -1
   22181  -10420   21750          -1
   22483  -12955   20007          -1
   22355  -15502   18264          -1
   21826  -18009   16521          -1
   20925  -20430   14778          -1
   19682  -22722   13035          -1
   18128  -24849   11292          -1
   16295  -26775    9549          -1
   14218  -28470    7806          -1
   11932  -29908    6064          -1
    9476  -31067    4321          -1
    6889  -31930    2578          -1
    4212  -32484     835          -1
    1486  -32720    -907          -1
   -1245  -32635   -2650          -1
   -3942  -32230   -4393          -1
   -6560  -31511   -6136          -1
   -9058  -30488   -7879          -1
  -11395  -29175   -9622          -1
  -13531  -27593  -11365          -1
  -15426  -25765  -13108          -1
  -17042  -23720  -14851          -1
  -18343  -21490  -16593          -1
  -19292  -19110  -18336          -1
  -19852  -16623  -20079          -1
  -19984  -14073  -21822          -1
  -19643  -11509  -23565          -1
  -18772   -8986  -25308          -1
  -17286   -6563  -27051          -1
  -15032   -4311  -28794          -1
  -11653   -2311  -30537          -1
   -5591    -630  -32280          -1
    5551    6819  -31565          -1
    7663   11206  -29822           1
    8336   14688  -28079           1
    8174   17699  -26336           1
    7406   20346  -24593           1
    6163   22661  -22850           1
    4536   24648  -21107           1
    2598   26304  -19364           1
     411   27622  -17621           1
   -1966   28595  -15878           1
   -4482   29219  -14135           1
   -7085   29493  -12392           1
   -9727   29421  -10649           1
  -12362   29008   -8907           1
  -14946   28265   -7164           1
  -17437   27206   -5421           1
  -19796   25850   -3678           1
  -21985   24219   -1935           1
  -23971   22338    -192           1
  -25723   20237    1550           1
  -27214   17949    3293           1
  -28421   15508    5036           1
  -29324   12953    6779           1
  -29907   10324    8522           1
  -30159    7663   10265           1
  -30071    5016   12008           1
  -29642    2428   13751           1
  -28872     -52   15493           1
  -27765   -2375   17236           1
  -26330   -4490   18979           1
  -24577   -6340   20722           1
